 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,Source_Error_T1,Source_AMag_T1,Source_AMag_Err_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_AMag_C2,Source_AMag_Err_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_AMag_C3,Source_AMag_Err_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3
44,DqCep_V_15s_036_out.FIT,36,0,58024.61039,2458024.61,2458024.61,2458024.616,NaN,1.963558,30.498163,5.325188,15,0,0,12,20,30,1.889167,0.218481,4.57706,0.002918,0.000883,0.018498,647.351557,247.437624,247.437624,575808.1983,749.749208,563.787741,151.313287,564.287741,359.186713,1087798.04,904.151845,7.277826,0.001676,1203.114329,55342.5,2615.364238,214.044062,5.568386,5.563307,5.573465,312.739745,0.999464,602.502866,316.868442,603.002866,193.631558,103245.8311,393.26315,9.76,0.004128,262.536246,6151.5,438.963415,210.03696,5.413736,5.441547,5.385925,33.117306,0.99935,76.505968,413.204696,77.005968,97.295304,472562.3672,638.332178,8.2,0.001466,740.30792,31283.75,1263.393488,220.209454,5.261358,5.329382,5.193334,38.646266,0.986187
45,DqCep_V_15s_037_out.FIT,37,0,58024.6107,2458024.611,2458024.611,2458024.616,NaN,1.959471,30.569228,5.325188,15,0,0,12,20,30,1.899484,0.215729,4.635452,0.002925,0.000877,0.018853,649.307855,245.86816,245.86816,577463.9651,750.208219,566.349075,155.824232,566.849075,354.675768,1096883.467,907.262748,7.271913,0.001671,1209.00309,64616,2635.301325,213.925019,5.420123,5.368057,5.47219,303.274323,0.99767,605.063441,321.40378,605.563441,189.09622,102469.8532,393.321936,9.76,0.00416,260.524125,7187.75,434.673077,209.464608,5.369885,5.172209,5.567562,281.99008,0.993525,79.002729,417.697541,79.502729,92.802459,474994.112,638.835054,8.2,0.001459,743.531697,39195.5,1264.7913,218.548762,4.992418,4.938654,5.046182,50.085891,0.985129
46,DqCep_V_15s_038_out.FIT,38,0,58024.61101,2458024.611,2458024.611,2458024.617,NaN,1.955407,30.640216,5.325188,15,0,0,12,20,30,1.84389,0.213713,4.679181,0.002848,0.00087,0.019047,647.37552,245.663664,245.663664,578728.522,750.191373,567.549041,157.24293,568.049041,353.25707,1067111.861,896.478345,7.304164,0.001676,1190.337577,64625,2574.788164,213.921214,5.27882,5.026775,5.530864,291.64442,0.982868,606.290828,322.798764,606.790828,187.701236,101903.5201,391.621125,9.76,0.004165,260.209457,7691.75,436.067627,210.117472,5.068121,4.945059,5.191184,297.220583,0.993035,80.298619,419.1931,80.798619,91.3069,476825.0019,639.859352,8.2,0.001456,745.202833,45919.75,1274.038717,219.116146,4.765006,4.499943,5.03007,78.443412,0.985458
47,DqCep_V_15s_039_out.FIT,39,0,58024.61131,2458024.611,2458024.611,2458024.617,NaN,1.951517,30.7085,4.88976,15,0,0,12,20,30,1.835698,0.214939,4.652488,0.002851,0.000878,0.019006,643.954616,244.793517,244.793517,574693.417,748.933393,569.447467,158.539668,569.947467,351.960332,1054963.715,890.937997,7.308998,0.001685,1184.104526,64613.75,2589.936374,213.891971,5.285188,5.128603,5.441774,292.131794,0.993166,608.205617,324.068593,608.705617,186.431407,101670.8797,392.031913,9.76,0.004178,259.343376,7971.25,434.492826,210.053797,5.157313,5.063897,5.250729,276.885649,0.99861,82.18891,420.519533,82.68891,89.980467,473022.5373,638.13181,8.2,0.001464,741.261491,48142,1266.211836,219.701798,4.719633,4.527745,4.911522,84.222131,0.993134
48,DqCep_V_15s_040_out.FIT,40,0,58024.61163,2458024.612,2458024.612,2458024.617,NaN,1.947501,30.779332,5.325188,15,0,0,12,20,30,1.846461,0.213467,4.684568,0.002863,0.000878,0.019262,644.990212,243.199668,243.199668,576236.0898,750.52281,571.257975,160.294729,571.757975,350.205271,1063997.34,894.884419,7.302651,0.001682,1188.977389,64610.75,2566.610066,212.63365,5.285577,5.070358,5.500797,298.123448,0.978588,609.983015,325.835752,610.483015,184.664248,101368.485,393.869762,9.76,0.00421,257.365492,8592,433,210.700691,4.79741,4.779724,4.815096,313.375012,0.983086,83.960875,422.311502,84.460875,88.188498,474867.6048,638.867044,8.2,0.00146,743.296449,44440.5,1267.146247,218.873389,4.729141,4.491164,4.967119,279.483028,0.988732
49,DqCep_V_15s_041_out.FIT,41,0,58024.61194,2458024.612,2458024.612,2458024.618,NaN,1.943508,30.850086,4.88976,15,0,0,12,20,30,1.836227,0.214951,4.652228,0.00285,0.000878,0.019013,644.322081,244.68038,244.68038,574389.2772,747.849474,572.709339,161.332656,573.209339,349.167344,1054709.284,890.953305,7.308685,0.001684,1183.798611,64618.25,2535.213106,212.064902,5.290231,5.091063,5.4894,300.766449,0.975116,611.466084,326.844301,611.966084,183.655699,101621.7435,392.119585,9.76,0.004181,259.160081,8517.75,433.428808,209.098248,4.925155,4.861774,4.988536,309.678076,0.980589,85.453378,423.330619,85.953378,87.169381,472767.5337,636.80536,8.2,0.001461,742.405079,54484.25,1268.954444,218.359925,4.517581,4.177315,4.857848,275.310541,0.976774
50,DqCep_V_15s_042_out.FIT,42,0,58024.61225,2458024.612,2458024.612,2458024.618,NaN,1.93954,30.92076,4.88976,15,0,0,12,20,30,1.837307,0.21509,4.649211,0.002845,0.000871,0.01883,645.907224,246.900266,246.900266,576402.8219,748.479471,574.76971,162.802928,575.26971,347.697072,1059028.757,892.830899,7.308047,0.00168,1186.147073,64616.75,2562.506098,214.327036,5.145565,4.995229,5.295901,302.319268,0.981421,613.531228,328.42552,614.031228,182.07448,102032.4494,389.727511,9.76,0.004139,261.804585,9125,439.190181,208.868624,4.76975,4.689364,4.850136,303.79995,0.992181,87.48317,424.948897,87.98317,85.551103,474370.3725,639.010161,8.2,0.001462,742.351846,47278.5,1264.183921,219.315259,4.670556,4.505691,4.83542,282.984979,0.993849
51,DqCep_V_15s_043_out.FIT,43,0,58024.61255,2458024.613,2458024.612,2458024.618,NaN,1.93574,30.98874,4.88976,15,0,0,12,20,30,1.841217,0.214048,4.671856,0.002839,0.000872,0.019041,648.43659,245.35967,245.35967,578638.6723,748.261756,577.740398,165.369779,578.240398,345.130221,1065399.236,895.236928,7.305739,0.001673,1190.075166,64618.25,2554.650549,213.113767,5.218337,5.028426,5.408248,292.137125,0.989693,616.518204,330.883273,617.018204,179.616727,102019.2776,392.813572,9.76,0.004172,259.714238,8688.75,435.434327,210.226208,4.811042,4.796025,4.826058,306.778364,0.999514,90.49153,427.471218,90.99153,83.028782,476619.3947,636.861958,8.2,0.00145,748.387289,49017.5,1304.780752,219.08737,4.719051,4.458891,4.979211,83.173562,0.987203
52,DqCep_V_15s_044_out.FIT,44,0,58024.61287,2458024.613,2458024.613,2458024.619,NaN,1.931817,31.059257,5.325188,15,0,0,12,20,30,1.859636,0.213182,4.690836,0.002862,0.000868,0.019101,649.732723,245.577805,245.577805,580509.2578,750.73324,580.900115,167.363936,581.400115,343.136064,1079535.665,900.854356,7.294932,0.00167,1198.3465,64617.5,2589.793502,211.961641,5.278948,5.144936,5.41296,81.7657,0.997201,619.693488,332.885885,620.193488,177.614115,102007.7303,392.327416,9.76,0.004168,260.006633,7931.5,435.92184,209.74062,4.957925,4.837495,5.078354,66.918681,0.995086,93.67032,429.465781,94.17032,81.034219,478501.5275,640.062182,8.2,0.001451,747.586002,46782.75,1282.173889,218.837161,4.839459,4.534847,5.144071,64.949765,0.961787
53,DqCep_V_15s_045_out.FIT,45,0,58024.61318,2458024.613,2458024.613,2458024.619,NaN,1.927918,31.129693,4.88976,15,0,0,12,20,30,1.885847,0.213531,4.68317,0.002898,0.00087,0.019071,650.713876,245.570091,245.570091,579177.2228,749.614807,584.727,170.227825,585.227,340.272175,1092239.458,904.994606,7.279736,0.001667,1206.901623,64613.75,2623.770419,212.645788,5.364905,5.385262,5.344549,38.517896,0.998856,623.543493,335.770169,624.043493,174.729831,101910.9383,391.925342,9.76,0.004167,260.026406,7524,434.983407,209.516729,5.116725,5.18332,5.050131,36.658557,0.991781,97.520495,432.408517,98.020495,78.091483,477266.2844,638.99678,8.2,0.001453,746.899358,43913.75,1289.225336,219.12156,4.706979,4.624497,4.789462,50.254619,0.963101
54,DqCep_V_15s_046_out.FIT,46,0,58024.61349,2458024.613,2458024.613,2458024.619,NaN,1.924041,31.200047,4.88976,15,0,0,12,20,30,1.812136,0.213677,4.679971,0.002813,0.000879,0.019247,644.262897,243.153661,243.153661,577273.5087,750.322839,589.574761,173.392794,590.074761,337.107206,1046098.394,887.522312,7.323024,0.001684,1178.672784,64615.25,2554.420022,214.15516,5.128804,4.917024,5.340584,293.195275,0.985713,628.391533,338.941897,628.891533,171.558103,101633.1753,395.133689,9.76,0.004213,257.212124,9330.75,434.73022,211.360604,4.788089,4.488353,5.087826,285.881788,0.978485,102.403528,435.598318,102.903528,74.901682,475640.3333,637.850869,8.2,0.001455,745.692068,57119.5,1283.027964,218.95563,4.402176,4.184562,4.619789,84.634031,0.989924
55,DqCep_V_15s_047_out.FIT,47,0,58024.6138,2458024.614,2458024.614,2458024.62,NaN,1.920187,31.270321,4.88976,15,0,0,12,20,30,1.891689,0.210708,4.745897,0.002905,0.000864,0.019469,651.233558,243.764791,243.764791,580062.3327,750.467765,595.255857,176.970773,595.755857,333.529227,1097297.403,907.553645,7.276377,0.001666,1209.071673,64615.25,2630.863436,213.908804,5.640131,5.90574,5.374522,9.872773,0.99003,634.054439,342.529248,634.554439,167.970752,100952.4466,391.551585,9.76,0.004203,257.826683,6810.5,432.644273,210.282056,5.173147,5.510657,4.835638,7.9528,0.981747,108.100589,439.204425,108.600589,71.295575,479109.8862,640.225915,8.2,0.00145,748.345037,35393.25,1272.785242,217.477123,5.214682,5.462225,4.967139,30.367526,0.962451
56,DqCep_V_15s_048_out.FIT,48,0,58024.6141,2458024.614,2458024.614,2458024.62,NaN,1.916498,31.337914,4.88976,15,0,0,12,20,30,1.893775,0.210985,4.739668,0.002909,0.000866,0.019454,651.050943,243.635457,243.635457,580797.5277,751.950242,603.915343,182.128003,604.415343,328.371997,1099899.766,909.010934,7.275181,0.001666,1209.996189,43281.75,2631.103297,213.741174,6.451745,6.705061,6.198429,37.751302,0.901905,642.731827,347.695853,643.231827,162.804147,101190.0967,392.678525,9.76,0.004205,257.691955,4320.25,432.870861,209.493164,6.375833,6.601932,6.149733,38.721398,0.89385,116.714208,444.318045,117.214208,66.181955,479607.431,641.274312,8.2,0.001451,747.897463,23896,1276.76766,218.031609,6.131373,6.411221,5.851525,39.064909,0.803874
57,DqCep_V_15s_049_out.FIT,49,0,58024.61442,2458024.614,2458024.614,2458024.62,NaN,1.912688,31.408027,5.325188,15,0,0,12,20,30,1.885437,0.21191,4.718992,0.002885,0.000863,0.019223,653.454512,245.492056,245.492056,583740.8647,752.406296,642.739629,146.467851,643.239629,364.032149,1100606.651,907.944848,7.279972,0.00166,1212.195491,36865.75,2647.195796,212.225329,6.594492,6.960373,6.228611,33.657853,0.917716,681.552098,312.01849,682.052098,198.48151,102070.5865,392.916742,9.76,0.004171,259.776628,4051.25,433.599119,208.774038,6.448437,6.888164,6.00871,31.429393,0.911447,155.574329,408.719169,156.074329,101.780831,481670.2781,641.663204,8.2,0.001445,750.659029,23053,1279.583333,216.293536,6.131299,6.462998,5.799599,37.583248,0.822422
58,DqCep_V_15s_050_out.FIT,50,0,58024.61473,2458024.615,2458024.615,2458024.62,NaN,1.908901,31.478057,5.325188,15,0,0,12,20,30,1.905453,0.211384,4.730731,0.002921,0.000865,0.019363,652.271423,244.319526,244.319526,580527.3259,750.75816,652.177228,152.936725,652.677228,357.563275,1106167.734,910.794546,7.268506,0.001663,1214.508518,37552,2649.237885,212.745079,6.577721,7.05546,6.099983,31.082484,0.904232,690.994191,318.494971,691.494191,192.005029,101300.7386,391.906733,9.76,0.004192,258.481751,3768.25,434.079093,209.962415,6.306955,6.91651,5.697401,29.705068,0.85838,165.089343,415.06227,165.589343,95.43773,479226.5872,640.349067,8.2,0.00145,748.383362,21370,1269.435165,216.189918,6.005322,6.466977,5.543666,34.729474,0.810245
59,DqCep_V_15s_051_out.FIT,51,0,58024.61504,2458024.615,2458024.615,2458024.621,NaN,1.905136,31.548004,4.88976,15,0,0,12,20,30,1.893314,0.212712,4.701198,0.0029,0.000866,0.019143,652.941521,245.585152,245.585152,582443.6999,751.952315,670.474317,98.705093,670.974317,411.794907,1102748.962,908.565963,7.275445,0.001662,1213.724712,34772.5,2663.530556,212.977306,6.703862,7.341142,6.066582,26.453955,0.902393,709.284237,264.24361,709.784237,246.25639,102161.637,393.007304,9.76,0.004169,259.948444,3889.5,433.41044,208.879369,6.549706,7.246791,5.852621,26.712416,0.875235,183.332818,360.93952,183.832818,149.56048,480282.0629,641.075303,8.2,0.001448,749.181977,22390,1275.268212,215.042908,6.115063,6.728303,5.501823,32.468335,0.780277
60,DqCep_V_15s_052_out.FIT,52,0,58024.61534,2458024.615,2458024.615,2458024.621,NaN,1.901531,31.615283,5.325188,15,0,0,12,20,30,1.894674,0.212492,4.70606,0.002903,0.000865,0.019156,652.771771,245.667592,245.667592,582609.609,752.052518,649.945101,85.165733,650.445101,425.334267,1103855.332,910.63249,7.274665,0.001662,1212.185316,45030.25,2644.528084,213.128674,6.39857,5.893585,6.903554,61.2877,0.915115,688.810241,250.715374,689.310241,259.784626,102103.6638,392.63307,9.76,0.004167,260.048558,4725.25,437.156111,210.25908,6.270107,5.845881,6.694333,59.221726,0.920018,162.906446,347.580328,163.406446,162.919672,480505.9451,641.422063,8.2,0.001448,749.126002,27393.75,1273.937225,215.554086,5.787944,5.23969,6.336197,57.788692,0.810856
61,DqCep_V_15s_053_out.FIT,53,0,58024.61565,2458024.616,2458024.616,2458024.621,NaN,1.897809,31.685066,4.88976,15,0,0,12,20,30,1.897581,0.213806,4.677139,0.002899,0.000864,0.018902,654.583657,247.445171,247.445171,582536.5118,749.61734,611.499803,89.776023,611.999803,420.723977,1105410.399,910.160934,7.273001,0.001657,1214.521913,45504.25,2658.550885,212.952657,6.154754,6.140265,6.169244,45.652678,0.957281,650.49222,255.300866,650.99222,255.199134,102610.9285,391.510295,9.76,0.004135,262.089988,4666.25,437.488889,209.464603,6.068584,6.126609,6.010559,42.712111,0.942552,124.518828,352.417234,125.018828,158.082766,479925.5833,639.254132,8.2,0.001445,750.758672,28785.75,1295.702809,217.218352,5.602067,5.546439,5.657695,46.567248,0.86811
62,DqCep_V_15s_054_out.FIT,54,0,58024.61597,2458024.616,2458024.616,2458024.622,NaN,1.894109,31.754767,4.88976,15,0,0,12,20,30,1.896379,0.210858,4.74252,0.002895,0.000859,0.019328,654.953778,245.370948,245.370948,584647.2216,752.444619,618.799563,95.193854,619.299563,415.306146,1108712.718,910.772545,7.273689,0.001656,1217.33217,44223.5,2670.532151,212.189096,6.011811,5.862051,6.161572,64.382856,0.993676,657.753959,260.70039,658.253959,249.79961,101810.2159,392.209515,9.76,0.004175,259.581198,4638.25,433.992826,209.246212,5.716681,5.634006,5.799356,58.0217,0.995662,131.877973,357.768493,132.377973,152.731507,482837.0057,642.14064,8.2,0.001443,751.917844,25485.5,1284.995022,216.771558,5.430578,5.296708,5.564448,51.807728,0.95619
63,DqCep_V_15s_055_out.FIT,55,0,58024.61628,2458024.616,2458024.616,2458024.622,NaN,1.89043,31.824382,4.88976,15,0,0,12,20,30,1.891705,0.210169,4.758084,0.00289,0.000857,0.019402,654.557003,245.242178,245.242178,584619.4047,752.357167,625.528987,99.194319,626.028987,411.305681,1105927.63,910.53846,7.276368,0.001657,1214.586401,51382.5,2654.011038,212.66969,5.851429,5.768731,5.934126,296.923213,0.997705,664.496279,264.698212,664.996279,245.801788,101530.2044,391.354587,9.76,0.004177,259.432769,5063.5,435.472222,209.849546,5.753432,5.866649,5.640216,346.641957,0.99806,138.532345,361.799962,139.032345,148.700038,483089.2003,642.559642,8.2,0.001443,751.820016,30085.75,1280.337555,216.264427,5.268293,5.270042,5.266543,44.820694,0.98874
64,DqCep_V_15s_056_out.FIT,56,0,58024.61658,2458024.617,2458024.616,2458024.622,NaN,1.886908,31.89134,4.88976,15,0,0,12,20,30,1.901605,0.213256,4.689205,0.00291,0.000864,0.019,653.564583,246.803392,246.803392,582890.0354,752.419157,632.517874,103.72487,633.017874,406.77513,1108426.674,910.559,7.270701,0.00166,1217.303518,55937.5,2674.761111,211.590724,5.751682,5.361056,6.142308,87.021264,0.98152,671.460503,269.219248,671.960503,241.280752,102455.4544,391.880304,9.76,0.004145,261.445787,5773.75,435.042588,208.371229,5.649637,5.316125,5.983148,86.935526,0.985998,145.576494,366.309056,146.076494,144.190944,480434.581,642.311774,8.2,0.001451,747.977229,33991.75,1279.079646,216.171281,5.115046,4.685647,5.544445,69.390489,0.950873
65,DqCep_V_15s_057_out.FIT,57,0,58024.61689,2458024.617,2458024.617,2458024.623,NaN,1.883271,31.96079,5.325188,15,0,0,12,20,30,1.888037,0.213344,4.687261,0.002883,0.000864,0.018974,654.942914,247.031683,247.031683,585150.5808,752.642783,637.524372,106.56587,638.024372,403.93413,1104785.957,908.927499,7.278475,0.001656,1215.483037,51709.5,2705.972912,212.099421,5.684781,5.901102,5.46846,332.388493,0.982248,676.484936,272.118516,676.984936,238.381484,102887.9366,393.35599,9.76,0.004143,261.564433,5540.25,435.524834,208.399147,5.629909,5.945248,5.314569,338.539459,0.976745,150.583529,369.235609,151.083529,141.264391,482262.6442,641.671431,8.2,0.001444,751.572567,32439.25,1278.118392,215.865872,5.095337,5.284744,4.905929,6.007933,0.994238
66,DqCep_V_15s_058_out.FIT,58,0,58024.61721,2458024.617,2458024.617,2458024.623,NaN,1.879655,32.030154,5.325188,15,0,0,12,20,30,1.862364,0.211024,4.738801,0.002852,0.000863,0.019374,653.021738,244.594971,244.594971,585413.5709,753.637626,639.64676,108.191719,640.14676,402.308281,1090252.881,904.131978,7.29334,0.001661,1205.855902,64612.25,2618.477373,211.738121,5.275267,5.026365,5.524168,296.086494,0.976429,678.593381,273.703591,679.093381,236.796409,102009.7421,394.424839,9.76,0.00419,258.629103,8149,434.412252,209.225183,5.02191,4.763309,5.28051,289.8429,0.982184,152.730967,370.810358,153.230967,139.689642,483403.8288,642.182776,8.2,0.001441,752.751159,48342,1287.789357,215.940513,4.497756,4.241275,4.754237,82.55806,0.986164
67,DqCep_V_15s_059_out.FIT,59,0,58024.61751,2458024.618,2458024.617,2458024.623,NaN,1.876193,32.096868,5.325188,15,0,0,12,20,30,1.897325,0.211591,4.726103,0.002901,0.000863,0.019278,654.017692,245.158418,245.158418,582960.3316,751.458414,642.386018,108.603059,642.886018,401.896941,1106065.22,909.568203,7.273147,0.001659,1216.033297,64614.5,2687.159955,212.741118,5.384206,5.247437,5.520976,307.228876,0.964097,681.359795,274.146771,681.859795,236.353229,101807.5256,392.514106,9.76,0.004178,259.372909,6956.25,433.864537,209.618886,5.061649,4.958917,5.164381,307.040505,0.978115,155.478644,371.309046,155.978644,139.190954,481152.806,640.798272,8.2,0.001445,750.864706,46129.75,1284.991111,215.762653,4.681921,4.509261,4.854581,284.656885,0.992864
68,DqCep_V_15s_060_out.FIT,60,0,58024.61782,2458024.618,2458024.618,2458024.624,NaN,1.872618,32.166064,5.325188,15,0,0,12,20,30,1.891766,0.210835,4.743052,0.002886,0.000856,0.019247,655.599437,246.425545,246.425545,583843.1491,749.461416,645.423785,110.940034,645.923785,399.559966,1104494.499,909.985289,7.276333,0.001655,1213.74984,64614.5,2651.103753,212.926051,5.343749,5.061035,5.626463,291.047437,0.97978,684.396478,276.414359,684.896478,234.085641,101660.7829,389.843858,9.76,0.004156,260.773078,6924,436.795302,209.366257,4.978525,4.727158,5.229892,287.265796,0.985051,158.537546,373.626693,159.037546,136.873307,482182.3662,640.089198,8.2,0.00144,753.304958,41605.5,1289.247773,215.344953,4.711686,4.325581,5.09779,79.937485,0.969938
69,DqCep_V_15s_061_out.FIT,61,0,58024.61813,2458024.618,2458024.618,2458024.624,NaN,1.869064,32.235173,5.325188,15,0,0,12,20,30,1.84884,0.214807,4.65534,0.002846,0.000873,0.01891,649.583847,246.181463,246.181463,582071.9929,752.398802,646.88567,110.833021,647.38567,399.666979,1076157.957,899.752394,7.301253,0.00167,1196.06012,64619,2583.251101,212.859125,5.150693,5.026973,5.274414,306.246332,0.974527,685.845998,276.372,686.345998,234.128,102924.3159,394.796381,9.76,0.004157,260.702278,9216.25,435.706402,208.500407,4.593056,4.621203,4.564909,318.327591,0.988817,159.958767,373.588036,160.458767,136.911964,479147.677,640.499629,8.2,0.00145,748.084238,52850.5,1274.081678,216.360536,4.354367,4.152855,4.55588,274.907802,0.991215
70,DqCep_V_15s_062_out.FIT,62,0,58024.61844,2458024.618,2458024.618,2458024.624,NaN,1.865531,32.304196,5.325188,15,0,0,12,20,30,1.892458,0.211803,4.721368,0.0029,0.000867,0.01933,652.680352,244.252394,244.252394,583388.3346,753.496621,606.752536,124.980839,607.252536,385.519161,1104037.838,909.922548,7.275936,0.001662,1213.331663,64619.75,2644.772026,212.970621,5.338066,5.104173,5.57196,273.98271,0.9922,645.819278,290.447802,646.319278,220.052198,101966.5767,394.709205,9.76,0.004195,258.333414,7467,434.182671,209.09089,5.033692,4.899978,5.167406,76.437438,0.996442,119.994651,387.826441,120.494651,122.673559,481421.7579,641.842505,8.2,0.001447,750.062132,44666.75,1274.804396,216.734598,4.745592,4.472905,5.018279,64.072617,0.965609
71,DqCep_V_15s_063_out.FIT,63,0,58024.61874,2458024.619,2458024.619,2458024.625,NaN,1.862147,32.37058,5.325188,15,0,0,12,20,30,1.90795,0.211335,4.731821,0.002919,0.000862,0.019311,653.686076,245.030479,245.030479,582941.3179,752.53304,609.720738,126.836344,610.220738,383.663656,1112222.931,912.945266,7.267084,0.00166,1218.27997,61231,2673.794248,213.124046,5.406225,5.361677,5.450772,308.000149,0.99536,648.776329,292.336122,649.276329,218.163878,101702.6332,392.243089,9.76,0.004179,259.284704,6516.5,434.039648,210.025037,5.135515,5.047874,5.223156,305.104277,0.989845,122.973069,389.741008,123.473069,120.758992,481238.6848,642.223742,8.2,0.001448,749.331819,37642.25,1276.986233,216.98913,4.791583,4.744582,4.838583,50.957473,0.990973
72,DqCep_V_15s_064_out.FIT,64,0,58024.61906,2458024.619,2458024.619,2458024.625,NaN,1.858653,32.439432,4.88976,15,0,0,12,20,30,1.884356,0.209927,4.763563,0.002878,0.000856,0.019419,654.691272,245.302514,245.302514,586089.0401,753.644576,613.57291,128.177573,614.07291,382.322427,1104400.582,910.416445,7.280594,0.001657,1213.071873,64617.5,2650.520419,212.550039,5.418403,5.272554,5.564252,301.923215,0.985105,652.6495,293.656271,653.1495,216.843729,101688.6629,391.898621,9.76,0.004176,259.47696,7018.75,435.283259,209.809506,5.36202,5.426225,5.297814,319.12687,0.972179,126.844589,391.116169,127.344589,119.383831,484400.3772,643.735673,8.2,0.001442,752.483352,45406,1283.82489,216.863707,4.803527,4.671683,4.935371,81.38299,0.996702
73,DqCep_V_15s_065_out.FIT,65,0,58024.61937,2458024.619,2458024.619,2458024.625,NaN,1.85518,32.508195,4.88976,15,0,0,12,20,30,1.856171,0.213032,4.694133,0.002838,0.00086,0.018949,654.083446,247.723903,247.723903,587289.1845,754.196487,618.031342,131.331698,618.531342,379.168302,1090108.974,904.353689,7.296957,0.001659,1205.401148,64616,2618.960265,212.538688,5.311554,5.028134,5.594974,285.942158,0.984294,657.118572,296.777616,657.618572,213.722384,103139.3458,393.122276,9.76,0.00413,262.359454,7599.75,437.5734,209.892725,5.169494,4.980846,5.358143,280.015487,0.993981,131.271763,394.280798,131.771763,116.219202,484149.8387,643.635935,8.2,0.001442,752.210702,52149.25,1280.728022,216.662442,4.611323,4.331847,4.890799,69.734515,0.974752
74,DqCep_V_15s_066_out.FIT,66,0,58024.61968,2458024.62,2458024.62,2458024.625,NaN,1.851726,32.576871,5.325188,15,0,0,12,20,30,1.890934,0.215302,4.64464,0.002888,0.000869,0.018745,654.807914,247.785041,247.785041,584976.6472,753.024129,623.440988,133.471552,623.940988,377.028448,1106152.069,908.907523,7.276811,0.001657,1217.012777,60240.25,2710.202032,213.244765,5.413229,5.161799,5.664659,286.259573,0.987915,662.529334,298.98569,663.029334,211.51431,103634.0053,394.798451,9.76,0.004128,262.49851,5972,437.035793,208.767059,5.438068,5.350522,5.525615,300.919547,0.995348,136.71809,396.500783,137.21809,113.999217,481342.6419,641.232814,8.2,0.001445,750.651918,33632.75,1285.694444,216.044129,4.83183,4.541081,5.122578,70.631898,0.976368
75,DqCep_V_15s_067_out.FIT,67,0,58024.61998,2458024.62,2458024.62,2458024.626,NaN,1.848419,32.642919,5.325188,15,0,0,12,20,30,1.90184,0.213565,4.682414,0.002904,0.000865,0.018955,654.912897,247.022324,247.022324,584541.5104,752.529816,628.766506,137.336654,629.266506,373.163346,1111704.673,912.767827,7.270566,0.001657,1217.949013,55741.75,2661.596366,212.907658,5.781505,5.588111,5.974898,58.773995,0.979122,667.857539,302.874412,668.357539,207.625588,102868.527,393.244932,9.76,0.004143,261.588945,5468.25,436.09106,209.008219,5.749809,5.723114,5.776504,46.474836,0.96744,142.033313,400.34732,142.533313,110.15268,481672.9834,641.607004,8.2,0.001445,750.728998,33272.5,1279.239514,215.943745,5.260441,5.097367,5.423516,51.579369,0.925968
76,DqCep_V_15s_068_out.FIT,68,0,58024.6203,2458024.62,2458024.62,2458024.626,NaN,1.845005,32.71142,5.325188,15,0,0,12,20,30,1.894606,0.211314,4.732288,0.002892,0.00086,0.019269,655.153653,245.585231,245.585231,585264.2649,752.723853,607.485214,124.320638,607.985214,386.179362,1108845.279,911.449277,7.274704,0.001656,1216.573766,40852.75,2677.977222,213.876601,6.396423,6.939179,5.853667,27.766217,0.911361,646.616669,289.814937,647.116669,220.685063,102099.5837,392.982567,9.76,0.004171,259.806903,4688.25,434.777042,209.391647,6.301525,6.900667,5.702383,27.157786,0.895625,120.808995,387.466754,121.308995,123.033246,483164.6812,641.995249,8.2,0.001442,752.598531,25029.75,1283.823951,217.235251,5.914469,6.463735,5.365203,32.868674,0.799174
